gene_name	module	color	kME_blue	kME_yellow	kME_grey	kME_turquoise	kME_brown	kME_magenta	kME_pink	kME_green	kME_black	kME_red	kME_purple
AABR07044711.1	AABR07044711.1	magenta	magenta	0.132374949113019	0.0188184719878224	0.124812326588484	-0.00832553365283829	-0.0208703383229356	0.312073861406311	0.172910795003127	0.117099381223724	0.164957006068306	0.158551638798247	0.102664275190787
AABR07044925.1	AABR07044925.1	brown	brown	-0.101865270978596	-0.0233542693217672	-0.0436917506664455	0.168990789815011	0.158415615280971	-0.0375852112471904	-0.0931408591710385	-0.0252826797862672	0.0476622499473238	-0.0786810847348439	-0.00160611409861279
AABR07047789.1	AABR07047789.1	brown	brown	-0.0723130036479335	0.00278659059370135	0.00396117218745299	-0.0101160669851003	0.156162204714978	-0.0841566012451657	-0.0281774582948946	-0.0209057069859951	0.0147637473272249	-0.0947832362259807	-0.0162039425332998
AABR07049755.1	AABR07049755.1	green	green	0.145634840963837	0.0711025524771794	0.16915372171703	-0.0140245327644422	0.0049120310851625	0.121443524204662	0.128288069185545	0.144461000838187	0.0383221851292574	0.11618662204028	0.125140667462765
AABR07049994.1	AABR07049994.1	pink	pink	0.0766327259370331	-0.00529057645119451	0.18091392110087	0.0474232114626527	0.0422004108450875	0.20076376068985	0.255098452523027	0.158886061423849	0.115813297101406	0.0896602924008612	0.133861324304727
AABR07050545.1	AABR07050545.1	grey	grey	0.170648254100629	0.0516759814971564	0.209923273887492	-0.0033481951429219	0.0439006264056485	0.160126027838759	0.254758426769626	0.0613674135292351	0.142528200378649	0.100562986739227	0.0591831046317251
AABR07053516.1	AABR07053516.1	grey	grey	0.0738637076566446	0.182921792395473	0.172105397238816	-0.0400624416811049	0.221848664521064	-0.0228826953912644	-0.0694296172090273	0.00644410467940602	0.206152592972673	0.0612496001158045	0.0716432011989163
AABR07053687.1	AABR07053687.1	grey	grey	0.153134645266445	0.0891307127211393	0.198412309329148	0.0178133843485907	0.0321326619074231	0.0729703746034438	0.150694131523782	0.0931713934214774	0.153165365335927	0.107430157541394	0.0947645687191958
AABR07053749.2	AABR07053749.2	grey	grey	0.0955815368743507	0.034141525223049	0.103501846465177	0.0289506087470922	-0.00538630642496868	0.115788469281093	0.0731519584062437	0.0898451484536359	0.0565029656826172	0.135988947018433	0.141965940471944
AABR07054362.1	AABR07054362.1	grey	grey	0.0598142183292431	0.0527223512210651	0.0569432039640447	-0.057288816114194	0.0142712371932721	-0.00671182613961879	0.0142580735411265	0.102380890724735	0.00277284817928392	0.00615895453099847	0.0195022935051309
AABR07057190.1	AABR07057190.1	turquoise	turquoise	-0.0118733768832491	0.0251102421839083	0.136594196707916	0.180673536573835	0.057579867401876	0.111168008122844	0.18337410482668	0.0408184880365975	-0.0380725165885257	0.00730281157904506	0.0383176888684545
AABR07057683.1	AABR07057683.1	grey	grey	-0.00917330187436897	-0.0677659646878097	0.046960323821374	0.104503271528559	0.017739470208099	0.0320007843848282	0.171895835448655	-0.0756715655548931	-0.0766078058531732	0.000589920107173654	-0.0688165934918662
AABR07058884.2	AABR07058884.2	brown	brown	-0.0106421110600717	0.0857335008508962	0.0565177613896225	0.0546368568551533	0.132352018486463	0.0330212457311505	-0.0740509682171686	-0.0131284322595246	0.0760691464316763	-0.0394188838578213	-0.0363986097110327
AABR07059168.2	AABR07059168.2	grey	grey	0.0825842685508211	0.184325029779706	0.0885235220445988	-0.0707519957532105	0.0501570671215021	0.0611366648567155	-0.0736708835603353	0.07560417105423	0.0752652241126192	-0.0196824419899202	0.0819802467652918
AABR07062344.2	AABR07062344.2	grey	grey	0.0341210405780728	0.0640504671181022	0.0641497031706673	-0.0657266972047742	0.0893360062837148	0.0486718235642771	-0.000767622843369272	0.0879500510874954	0.0480243506017407	0.0561392838510633	0.158547585420149
AABR07064873.1	AABR07064873.1	yellow	yellow	0.0737149607927696	0.179611728351442	0.0847263121447258	0.0290672609721357	0.135398714959143	0.0197259206039817	-0.00621388189125849	0.0379093134629278	0.088932539225861	0.0068713935296208	0.114273194366468
AABR07065406.1	AABR07065406.1	grey	grey	0.0247294452403642	-0.0364619173255244	0.0403253304933238	-0.000735839782807689	-0.0423706266641819	0.048799775492686	0.0734473123088818	0.00210339624943123	-0.022817229972901	0.0105131050848836	-0.0218538968365073
AABR07065438.1	AABR07065438.1	pink	pink	0.118344972992157	0.0865418022444615	0.170961993720634	0.0410116749068114	0.00983398298253415	0.223573419403539	0.285515086991249	0.0928621283587668	0.137037882455321	0.0859431710170162	0.0804289056739455
AABR07066522.1	AABR07066522.1	grey	grey	-0.00328292630196981	-0.0659039229097373	-0.0588311746366483	0.0176015994753168	-0.0326768830628107	0.0133880131028651	0.0147759005635834	-0.0198798286938729	-0.0449945345896581	0.00834465318106939	-0.0304565627433144
AABR07068127.1	AABR07068127.1	brown	brown	-0.13684708580102	0.00807856882823794	-0.0948660768344179	0.0745760591012567	0.0870734680450349	-0.06729144439562	-0.114833279417447	-0.139881972292051	-0.0547346926441491	-0.211530944580988	-0.105183368858147
AABR07068161.1	AABR07068161.1	grey	grey	0.0249174265093804	0.102763320626181	0.0428231342694711	0.12167082926483	0.0922284348195775	0.130764721613024	-0.0163858146165261	0.0557895460668381	0.0923821070089657	-0.00577544779133614	0.0273214584343971
AABR07068272.1	AABR07068272.1	brown	brown	-0.0769931307645091	-0.0373928906716493	-0.0810237993611324	0.0426673592616427	0.0386086961349693	-0.033922338289465	0.0440046319174196	-0.0741418779382218	-0.0374962005429709	-0.0907405353970615	-0.0597246054140727
AABR07068351.1	AABR07068351.1	grey	grey	0.103786958972911	0.00872459958180664	0.194074414790812	-0.0078916031509466	0.0227053692064983	0.188999798830955	0.177386489816094	0.172356761683699	0.0891208797788265	0.135976718567954	0.120132873310244
AABR07071244.1	AABR07071244.1	grey	grey	0.0467714422249212	0.0772989208044128	0.0172741436648334	-0.0317323437976703	-0.00278833341322388	0.0163085149359503	-0.00781410299835263	0.0620553675676413	-0.00372555383228587	-0.0757057539175836	0.107716175586711
AABR07071986.1	AABR07071986.1	grey	grey	0.154338083783067	0.0485593412330977	0.166246522629469	-0.00503304373243937	0.00235765025662588	0.233618085090708	0.196455489313536	0.107429940908659	0.132011570179048	0.0954373425898042	0.0835754971535832
AABR07072356.1	AABR07072356.1	blue	blue	0.203227553646975	0.0863604243613819	0.121472103768111	-0.0476824786548301	0.00795710788592282	0.104339621714712	0.0596440516718871	0.115915854598194	0.149725683368004	0.149827113649098	0.130242620375127
AABR07073038.1	AABR07073038.1	brown	brown	-0.0575794174239932	-0.0156264740379318	-0.012062546518135	0.0497343835169407	0.0701723112195778	-0.0398841872526459	-0.00827946021265632	-0.0521126359825196	-0.0109018184185875	-0.0909560746903929	-0.0144518168919267
Aamp	Aamp	grey	grey	0.107382508778523	0.0231190574181923	0.0635703388091958	-0.0622128665756779	-0.0252546654061127	0.084880315423236	0.0696865180265269	-0.0258382565823678	0.0789478473636918	0.102708017399101	0.00515102251084849
Aar2	Aar2	grey	grey	0.102114455931737	0.0339588539847952	0.156918781395264	-0.0311637174466972	-0.0285379772089997	0.0396728006667618	0.126588918276861	0.0608764108290696	0.0811313957543823	0.0162614373981252	0.109037528902574
Aars	Aars	purple	purple	0.184635227691596	0.203729809944219	0.25626610465459	-0.0444202630266827	0.116324770271056	0.197114430940941	0.199080228665175	0.188641429164615	0.147816386262708	0.127430055085072	0.419372042089108
Aarsd1	Aarsd1	grey	grey	0.0243894653451941	-0.0475135958853437	0.0723152142516046	0.0863110562204833	0.0445709042338557	0.12396399997486	0.157399079348891	-0.0343422298539145	0.0428727531060792	0.0663572188049074	0.0299228572116792
Aasdhppt	Aasdhppt	pink	pink	0.0778870428160435	0.0224341488991379	0.140789829768588	0.0723614770550043	0.0123786305314663	0.15684120246911	0.111211934012644	0.140705589466765	0.0802728996598616	0.0588210289151484	0.0359874792012152
Aatf	Aatf	grey	grey	0.00798693614386125	-0.00770336120640403	0.0999762985061149	0.0965190785291117	0.074497560100668	0.0319239859857747	0.129950246864356	-0.0073387899579205	0.00958246114564855	0.0411268610304505	-0.00481703142744297
Abca1	Abca1	grey	grey	0.0697418679044771	0.0056332458348171	0.0786391287655179	-0.0632676987142208	-0.0359898957121293	0.0360960503344187	-0.00334473815412073	0.122033244236444	0.0887201267683593	0.00345785862859493	0.122301824633388
Abca8a	Abca8a	grey	grey	-0.0585779820093372	-0.0314669569558157	-0.0472127932556729	-0.0953963346595615	-0.00672734559501208	0.0142690291223591	-0.0344096508537266	0.0108465901219802	-0.00251152643084353	-0.170535980241837	0.0304898379644138
Abcc5	Abcc5	grey	grey	-0.0561374610658952	0.0254406354179267	0.00198953762953418	0.108184270522544	0.0386959432866522	0.0753589304804256	-0.0219661923854428	-0.0365208747148764	-0.00808224258155784	-0.00946676885035387	0.0119236974170743
Abcd3	Abcd3	magenta	magenta	0.149825689164536	0.172811181343848	0.241406490575617	0.0153756890069945	0.0951579050498716	0.284112009128011	0.118659143589361	0.10153161299108	0.165523364409924	0.0974357544700103	0.253513511153246
Abce1	Abce1	grey	grey	0.131558728354413	0.129880038472524	0.0264945236605505	-0.163311463366825	0.0497423610082413	-0.0324319648415982	-0.0552285720480665	-0.0103747348217817	0.145087599621408	0.063525251301685	0.0571243478306186
Abcf1	Abcf1	grey	grey	0.105789714502785	0.0292229684228972	0.194117543073028	0.00596556991360027	0.0897185266029366	0.0926029576194247	0.19832620454173	-0.0152142267461738	0.0390545449263894	0.153542202730379	0.0287493340525245
Abcf2	Abcf2	brown	brown	-0.013756987699885	0.0305178699173842	0.0571410291681705	0.00094241828437455	0.00230310346120518	-0.00822205315568549	-0.00890833480935027	0.04150940487282	0.0284282191717147	-0.0441311618702028	0.0581396378009328
Abcf3	Abcf3	grey	grey	0.0606421102471431	0.0796156099188709	0.118025347339568	0.00362115536610257	0.0543367536262207	0.0139697641788786	0.0265897017840305	0.0377826173606446	0.0542622617276552	-0.0219152401217357	0.0479253250885129
Abcg1	Abcg1	grey	grey	0.146978951726213	-0.0528601953763661	0.0414809462178608	-0.134801294120071	-0.141819703268436	-0.00316435365239494	0.176064358460435	0.0122093637034098	0.11449711191719	0.0763724387966832	-0.0699076986837338
Abhd12	Abhd12	grey	grey	0.141506563536764	0.113585385736477	0.140499080773275	-0.0752449291524775	0.0557079351071107	0.13205310310037	0.0770631367998356	-5.24196992300565e-05	0.153821957692151	0.0681950278069387	0.114208055447917
Abhd13	Abhd13	grey	grey	0.0315766213698792	0.0762479485763812	0.0411748805373185	-0.0075128766826703	0.131543323570946	-0.0244251324862694	-0.0347890553628336	-0.0243211037471703	-0.0363367068339533	0.00855100445873074	0.042010585106962
Abhd16a	Abhd16a	grey	grey	0.0191360745498119	0.077749668110901	0.0701618814180698	0.0457697320836092	0.0441711653856929	0.0623225652263989	0.0217935585225722	-0.0271946643507518	-0.0451535444532391	-0.0197200356511298	0.106996985839554
Abhd17a	Abhd17a	blue	blue	0.245375495905054	0.105081146773436	0.163151740246333	-0.108159874275534	-0.0700170791544883	0.127934757758335	0.0463600919634743	0.128892255651957	0.157329568470293	0.194846578173624	0.111495390902669
Abhd17b	Abhd17b	turquoise	turquoise	-0.0506445131582477	0.0264375853122214	-0.0177809041328985	0.0598906710750664	0.0382109944309013	0.0409095553127788	-0.0396508844621351	-0.0626011724667797	-0.0515159329426094	-0.0245508897788245	0.00535337609841946
Abhd4	Abhd4	turquoise	turquoise	-0.184116583649038	-0.0437513697522318	-0.11474523519098	0.090083603725186	0.0419818254488635	-0.0162229134938694	-0.22098025580369	-0.0189347266628557	-0.0714591500785151	-0.193277748939569	-0.0291004176320673
Abhd5	Abhd5	brown	brown	-0.0187739558676001	-0.000644440370067049	0.0658642687877591	-0.00396201636387269	0.0770676327864725	-0.0540322307633225	-0.0309983085052108	-0.0660220246592437	0.0555343990078611	0.0339058482109379	-0.0209009492135153
Abi1	Abi1	brown	brown	0.0987513037029121	0.230210640400456	0.132548837764042	0.0473691207280242	0.27143574981124	0.0560946831064986	-0.083340490573219	0.0332088448574701	0.204770585252078	0.0314099810145525	0.108896948748799
Abracl	Abracl	blue	blue	0.228244467090739	0.137268714501177	0.157837570318566	-0.150844897510716	-0.0289261103296124	0.156050183045854	0.0792412893492658	0.045130622874985	0.17115103619708	0.229024395517859	0.127709234439643
Abraxas2	Abraxas2	yellow	yellow	0.0691234285619881	0.148344343378232	0.130444397219039	-0.0386053977786565	0.130415040121288	0.0805257516786356	0.00433472119458186	0.0349756282390247	0.140064671351453	0.0226234379095141	0.102841347951613
Abt1	Abt1	grey	grey	-0.0647943358131248	-0.0229996442719463	-0.0200094252493028	0.112259468284714	-0.00966464908521861	-0.0506712992084267	-0.0806049672386657	0.0158336360523596	-0.00957543744641888	-0.0907297304986176	-0.0477687083181726
AC094217.1	AC094217.1	pink	pink	0.0674093896848819	-0.0818897076231879	0.0342083350610644	-0.0446737460732107	-0.129861311484355	0.135041198992332	0.269192567653984	0.0297518315837603	0.0437791426609024	0.0856357430471111	0.040963875095826
AC094643.2	AC094643.2	grey	grey	0.122003386769215	0.0391481844836422	0.0333188199622443	-0.110909529526499	-0.0425920005976008	0.065720254705587	0.0315212448295918	0.118906349708281	0.0827980793082212	0.0557799103075538	0.127282719536977
AC095947.1	AC095947.1	turquoise	turquoise	-0.0148522841511005	-0.169603309040352	0.0595420133964308	0.147836127358623	-0.0491202599396038	0.162019271547808	0.188729530001062	0.0254940198582858	-0.0627660016938039	0.0918506063091165	-0.0380037782654634
AC105531.1	AC105531.1	grey	grey	0.05850730800708	0.0544804732874267	0.0253007180611995	0.0242943736853612	0.0911003488789133	0.00985189212336936	-0.0380803208272868	0.0213842179786807	0.00469575717616444	-0.0016506339864081	0.0910694176789619
AC111804.2	AC111804.2	turquoise	turquoise	-0.213828351747025	-0.101669640951797	-0.155203361740551	0.223763734995201	0.110428259736575	-0.109948058115043	-0.0762609154411541	-0.0599166848931494	-0.133197700272067	-0.161336483351163	-0.0808474784475919
AC121209.1	AC121209.1	grey	grey	-0.0164759734398326	0.0432514625648555	0.0424886169896916	-0.0290466570597889	0.0553976063904783	-0.00583205366282042	0.0371902793868584	-0.00406664134521446	0.0220154515929825	0.0408734974213808	0.0400939938278334
AC128859.3	AC128859.3	turquoise	turquoise	-0.0513185019351902	-0.0098996798864462	-0.0489660963657619	0.0726719247257961	0.067215366127575	-0.100519624759149	-0.066821441457518	-0.0479173709591929	-0.0987283218881609	-0.02999106186993	-0.090557947516274
AC134224.1	AC134224.1	brown	brown	-0.203445519144859	0.236140646955403	-0.145476678091143	0.158540833808272	0.389421734434018	-0.212314975838559	-0.405090281621124	-0.185482691962955	0.0323562533241763	-0.336750193815025	-0.0512805898658316
AC134224.2	AC134224.2	brown	brown	0.0213717842484722	0.270968199973513	0.116324264084209	-0.0477596442436192	0.221879260014978	0.0746309339500115	-0.0622812897196754	0.0405466479351555	0.151747449429015	-0.0272794329023044	0.173297281027202
AC134224.3	AC134224.3	turquoise	turquoise	-0.193698060513061	-0.0374545896787901	-0.218284255291269	0.130659854065861	0.0273503070644125	-0.216106904483467	-0.196116685892932	-0.154372927871693	-0.171221178370916	-0.135087733570744	-0.206704241155174
AC141102.1	AC141102.1	grey	grey	0.114658555435528	-0.00170838520745088	0.078600549278323	-0.038302042855427	-0.0829712980403754	0.0914682559652678	0.179666285038948	-0.00316978175713712	0.0185662033084477	0.0689568742797477	-0.0165224144638422
AC141489.1	AC141489.1	turquoise	turquoise	0.111258603713808	0.127103029714002	0.195978893471212	0.0879515593459198	0.151104499342052	0.174596746541974	0.235650676811977	-0.017785542279777	0.19474953296139	0.0584191749072824	0.157718623120236
AC241873.1	AC241873.1	grey	grey	-0.0873669543640282	0.0131299233629822	-0.00598282667489677	0.166397616832155	0.127485474281966	-0.0803280213978219	-0.111668218626021	-0.116675778371799	-0.0119555009698488	-0.0170071187204763	-0.0126430514789421
Acaa2	Acaa2	blue	blue	0.0151468224938732	0.0505023547420713	-0.031089896603177	-0.0134689124581907	-0.105236985201627	0.0987446286647377	-0.0218299101209194	0.0397603940754566	0.0807513684477376	0.0262378719532087	0.0889415163083814
Acadl	Acadl	purple	purple	0.146933936271281	0.177055642752181	0.175237160386035	-0.0575457796884195	0.0118272570560405	0.178054714202255	0.185274467361691	0.218073612718711	0.167764891294209	0.0235431144756999	0.342771966943844
Acadm	Acadm	grey	grey	0.051052144815221	0.062457016357256	0.217059642635081	0.0977622788389174	0.0566980826606189	0.134461978544824	0.158843624346535	0.178308163272995	0.0816715677789181	0.0442132629722299	0.17094539929405
Acadvl	Acadvl	green	green	0.151119072610931	-0.0322864880881206	0.0925608162230259	-0.0543598326413681	-0.157847133411594	0.109330968177606	0.117340135014166	0.233088221015575	0.0887723789598299	0.143814728677186	0.0922346961269339
Acap2	Acap2	purple	purple	0.113162391726727	0.231555257347258	0.186859312229934	-0.0543715996676919	0.177123214564446	0.00222757751473915	0.0495146234111038	0.205234717768061	0.080422764199256	0.163033499991606	0.278579103976445
Acat1	Acat1	grey	grey	0.165775291994186	0.113237366749789	0.208904072382668	-0.0952977696427727	0.036572484873931	0.101817871061547	0.0914481184443072	0.117796364810107	0.145442571341895	0.141216113204763	0.204066315174974
Acbd3	Acbd3	black	black	0.20018979901704	0.204127938327069	0.184375714256712	-0.178065251517682	0.117314544201875	0.131917214820244	-0.0307829795359544	0.0471090267126225	0.296594727971278	0.11332557716903	0.108172494855091
Acbd6	Acbd6	grey	grey	0.0682591607305933	0.13760025843472	0.11389038797265	0.056521981915206	0.0834858849301941	0.135504617921113	0.0763267383955132	0.0533368017661013	0.142222942597749	0.0471381779497818	0.0311675058972455
