gene_name	module	color	kME_blue	kME_yellow	kME_grey	kME_turquoise	kME_brown	kME_magenta	kME_pink	kME_green	kME_black	kME_red	kME_purple
Dctn1	Dctn1	grey	grey	0.146158114598292	0.0644477770851814	0.0675479553568131	-0.124314307458483	-0.0496147896692594	0.0543705392836113	-0.0191034569336341	0.208423371453059	0.0529175359233548	0.128479462074608	0.116373972464924
Dctn2	Dctn2	grey	grey	0.218305477323794	0.108763902578323	0.22498949286229	-0.108788642503558	-0.027734825942939	0.177148826743773	0.129235483844315	-0.00142540966440724	0.26819099288329	0.243795820125596	0.118774073650464
Dctn3	Dctn3	purple	purple	0.155030129579007	0.140573194921731	0.24420043591748	-0.0405446867151192	0.0212578885819359	0.214271885221292	0.1682456554866	0.251115819454552	0.200205184878596	0.186974044648851	0.286944860825932
Dctn5	Dctn5	grey	grey	0.105274519676561	0.0291464414319804	0.0711418813459275	-0.0811972241608486	-0.0386970076379512	0.0108588068688612	0.100022172397595	0.0939695203259341	0.0244964998688803	0.135150421408211	0.0756187761109153
Dctn6	Dctn6	grey	grey	0.00914616570219771	-0.0204945634327574	-0.0434115089721009	-0.0466205686177292	0.00478274424615006	-0.0596392719254464	-0.0487281519604974	-0.0829485123469843	0.0694993007559069	0.0153748107526798	-0.0738944463537826
Dctpp1	Dctpp1	grey	grey	0.0309955738736589	-0.0556926721966243	0.00842932596965779	0.00875990688358173	-0.00823434682746602	0.00955323882090041	0.0855079495364694	0.0815592125422107	-0.0441661694318992	-0.0417911273261875	-0.0153346001762211
Dcun1d5	Dcun1d5	blue	blue	0.260637514456844	0.165663225199991	0.234436826976778	-0.144279745591045	0.00525528231566789	0.183534092601398	0.101573690797914	0.231247211347543	0.166773536832067	0.146325162585566	0.278217434161553
Dcxr	Dcxr	grey	grey	0.100165396918952	0.0604913694849718	0.0998502214854905	0.0249194209127005	0.0589275037943984	0.0575473748645086	0.0720353592640592	0.0522437564637316	0.11067354870127	0.114665923317141	-0.000564840830998882
Dda1	Dda1	grey	grey	0.144028928066122	0.0642316491132445	0.134558997500939	-0.0930582676373172	-0.0543358348098569	0.15873995678964	0.0905264264016942	0.217146573670514	0.0940801261354426	0.0476893748154088	0.137746216076789
Ddah2	Ddah2	grey	grey	-0.057395868214386	-0.00376686116333133	-0.0419268387710078	0.058008984771141	0.0537798615443315	-0.0411324621817452	-0.00706698224312618	-0.109181995750325	-0.0967187780194952	-0.102873371994224	-0.0992735376309938
Ddb1	Ddb1	grey	grey	0.13974036276504	0.178332296067541	0.158617835767467	-0.0245521631595671	0.0763858607641125	0.12490261522933	0.0418843340853342	-0.0539155034246935	0.165460094583421	0.0419954041189067	0.0624559596713822
Ddhd1	Ddhd1	blue	blue	0.010654328744535	0.0105016495192724	0.0751362912725442	0.0178099741296088	0.0364813985513216	0.0142941551219589	0.0719577550535168	-0.0220204967558113	0.121919672938805	0.0953417451960769	-0.00114223915694964
Ddi2	Ddi2	grey	grey	0.100824305779734	0.0624172859045012	0.0239731313389508	-0.0994853736836462	-0.0465728483489917	0.156607612241312	0.0292069019477905	-0.0570633183789186	0.0922655465057026	0.0797410391639939	0.00145740022507234
Ddit3	Ddit3	turquoise	turquoise	-0.384265572110649	-0.261731787998616	-0.167408089394074	0.546638394747142	0.169105535581471	-0.11276443397019	-0.0475383786825749	-0.172773257191945	-0.16605284810428	-0.225923278679725	-0.180015982481237
Ddit4	Ddit4	turquoise	turquoise	-0.0847122873014212	0.00707673759824976	0.0281828351920194	0.187434651987279	0.0875242889733573	0.0100813500213489	-0.0785272773257872	0.14472994954523	-0.0207491909832778	0.00762751662246344	-0.0268686129969719
Ddost	Ddost	green	green	0.198509557291705	0.0720613892978643	0.13076716435104	-0.0833740286255759	-0.0493198148297572	0.191602494110268	0.0654074432950607	0.219618255590384	0.103389531789804	0.0760586640283098	0.116227756022615
Ddrgk1	Ddrgk1	blue	blue	0.147608542133915	-0.0144158944519026	0.115415286428839	-0.060369867343935	-0.100115200714736	0.0248434698440683	0.0284303046406308	0.126991931198843	0.0429408437749651	0.138495483932887	0.0420913876996418
Ddt	Ddt	magenta	magenta	0.0520160245013678	0.0555272965975416	0.13703498870514	0.0181352286814657	0.128206026871535	0.191536593331733	0.186346870224917	0.0278850119435437	0.10310417763275	0.0279787423304623	0.0705136503158067
Ddx1	Ddx1	red	red	0.165521754122721	0.0383288043649581	0.10488140907319	-0.0673819168985599	-0.0746699953984885	0.15809977169653	0.0363895864331245	0.144361006483179	0.14482581268511	0.163157322583478	0.079141871969149
Ddx17	Ddx17	blue	blue	0.185314216251078	0.199086305837034	0.116683343066759	-0.160897639526668	-0.0156605688861367	0.119658832693683	-0.05423694031613	0.120722911018725	0.132608945493782	0.154235890430681	0.0893293388966978
Ddx18	Ddx18	grey	grey	0.226513480617321	0.165604583313118	0.265202358197155	0.0733647902407237	0.0846669263253215	0.245979414252218	0.120933545003073	0.113279793645715	0.174496895713167	0.208131475149944	0.16374546854734
Ddx19b	Ddx19b	grey	grey	0.0294988342144789	0.0330676381620611	0.0804580216144192	0.0221528267600641	0.0984738318132765	-0.0187999641831808	0.089119545123018	0.0359058079703904	0.0559458064869313	0.00429518656021979	0.0796765283816211
Ddx20	Ddx20	black	black	0.0285161229802093	0.0920366662381486	0.00523068012189134	0.0293919549234676	0.0408586352079445	0.087841401769149	-0.030808456150933	0.0347964153949062	0.19804110769136	-0.0436953621209622	0.00492035916350204
Ddx21	Ddx21	grey	grey	0.121609589531817	0.178054137443232	0.208713677060419	-0.0368125057729365	0.182833733314904	0.11582854554019	0.047392784771442	-0.013005184748673	0.272466164029815	0.051829198933622	0.152580939897474
Ddx23	Ddx23	brown	brown	-0.00434410082333859	0.11040449967118	0.0699627060717745	0.101600955155039	0.224951935232833	0.0432668185380094	-0.0379643589255182	-0.00800185355656925	0.0336908069284483	-0.00931317477173485	0.0759762060294016
Ddx24	Ddx24	grey	grey	0.0610123412562536	0.18429835827635	0.149709815485406	0.0820978190107791	0.148657151530705	0.00987890510835109	0.00801651726422748	0.118083495690357	0.0100806950558943	0.112942620069047	0.105826820914783
Ddx27	Ddx27	turquoise	turquoise	0.00359650758033563	-0.0208547233179654	0.065823334749715	0.0451655783175303	0.0749229781605799	0.129181379026307	0.147282894820988	0.0738913301300047	0.0610627501165835	0.00833599500748277	0.0178422008209862
Ddx3	Ddx3	yellow	yellow	0.00975065678801183	0.161004711311518	0.080967498426054	0.0717366613130448	0.185243104177211	0.0787136291135697	-0.0192499954424633	-0.000353852776816631	0.072504098122447	0.027718281468997	0.0849105558440815
Ddx39a	Ddx39a	grey	grey	0.0606719355684184	0.0310645499086515	0.17903012365487	0.145491212273282	0.151134639938628	0.191932235088415	0.16826604682374	0.111503448694708	0.140598351035818	0.0748908864015445	0.100661606625891
Ddx39b	Ddx39b	grey	grey	-0.0311524583460368	0.0327302121278667	0.0141624134523687	0.0393248621639008	0.0203334912820098	0.0262826126923068	-0.0713924504118496	0.0379876487895498	-0.0206247277021101	-0.0139265578448172	0.0466377527561279
Ddx3x	Ddx3x	brown	brown	-0.158210022933354	0.0931527027046873	-0.0341283167898782	0.172954370056813	0.250272084029318	-0.126773956970994	-0.157953514092732	-0.129270102496538	-0.0388435806434195	-0.118525781685094	-0.018571040316389
Ddx41	Ddx41	grey	grey	0.0520341889726782	-0.00959112895048234	0.0771022713963801	0.0552999350114258	-0.0124022822859993	0.147257778751472	0.133797830234885	0.112535365052583	0.00552092779070491	0.0860635294149205	0.116553937644219
Ddx42	Ddx42	black	black	0.253439516230463	0.242338296440247	0.274542568640619	-0.0980221258499551	0.123594313708331	0.198023895986146	0.0418288355959551	0.180380627595435	0.352611031209185	0.125240904562449	0.167432293086
Ddx46	Ddx46	grey	grey	0.187117838822897	0.15779376798213	0.19645279497372	0.0242764671684274	0.0623414983028799	0.165806505504639	0.170361076520523	0.210489081492629	0.097690259937352	0.111654971776083	0.165121622288026
Ddx47	Ddx47	grey	grey	-0.0204576022901124	-0.0723382998914683	0.0603371326659265	0.00419954604272633	0.0366442902089875	0.0246685407805181	0.1215314790647	0.0324121471947959	0.0562706561123115	-0.024004820331719	0.0445421047779594
Ddx49	Ddx49	blue	blue	0.0299221716551139	-0.0213601122152177	-0.0442935045575885	-0.0402834094174917	-0.0683936120953757	0.0177671424444191	0.0135977414546694	0.0685098625869502	-0.00865470651995871	0.0368918836831209	-0.0313913495435397
Ddx5	Ddx5	turquoise	turquoise	-0.471931034268625	-0.116970913693438	-0.250332173164387	0.541085854232658	0.307683171843852	-0.235971070684635	-0.309850733941146	-0.116987773445218	-0.235583539257231	-0.436486243021117	-0.132709694524546
Ddx50	Ddx50	grey	grey	0.0610960453715415	0.00871453250961211	0.0148537785392476	-0.0230173530298185	0.0882080728613225	0.00386520762496512	-0.0214258313117676	-0.0324581575830099	0.10348620579038	0.0149692777560989	-0.00716411819668957
Ddx52	Ddx52	pink	pink	0.0264828942695657	-0.019452190548596	0.0978599186019189	0.0555174777319395	0.0399544209512854	0.146184479702036	0.127460763950192	0.117284491567505	0.0135796496039955	0.0609661621285549	0.0649836473261404
Ddx54	Ddx54	brown	brown	0.00941356581560934	0.120116525662089	0.0973001230535796	0.0401179077687899	0.191578189191741	0.0247906681556877	0.0558739409311164	0.00991633829853473	0.0747165893168318	-0.00109114687874295	0.0267468067790318
Ddx6	Ddx6	yellow	yellow	-0.0342521072182217	0.223784379236703	0.0052991809423305	0.00374450869872573	0.179313825410624	-0.0898212857434191	-0.200976485508221	-0.130913492535945	0.0214717044965307	-0.0513456421747361	0.0408681554114057
Decr1	Decr1	grey	grey	0.0207594238235818	0.044302979406076	-0.00249488396405987	0.0228746251211456	-0.00107628164827238	0.00454286655997693	-0.00856849543598678	0.027052427039525	0.0267804820666564	0.0135299132620673	0.0159132689866991
Dedd2	Dedd2	turquoise	turquoise	-0.0808824660987312	0.0163212867016829	-0.0298675767527584	0.129062275659362	0.0610514604087491	0.0137812578337564	0.0172105441761228	-0.0971894076123918	-0.0250781749111772	-0.0528369286918314	-0.0624540003098965
Def6	Def6	green	green	0.030754916897123	-0.00597856930729588	0.0203784890284611	-0.0085320615466912	-0.0345012447468276	0.0413319048302863	0.0812457018690265	0.102603279206861	-0.0012103829432475	0.056976837410972	0.0775838768732884
Degs1	Degs1	grey	grey	0.0577993662916685	-0.0199062192107974	0.0574028238963183	-0.0278697749894443	0.0531250163843582	-0.105732340027687	0.0898155818962195	-0.124227659437119	-0.00521021324642892	0.0353514616354027	-0.101326851587822
Dek	Dek	grey	grey	0.0771365087620919	0.0988912601717276	0.0880215203494619	-0.0215190085450967	0.0753609361554184	0.116762725008791	0.0507278772580356	0.122587581841543	0.0472402055430879	0.0761074291288092	0.119728882875464
Dennd1a	Dennd1a	grey	grey	0.151961683823541	0.146309164174344	0.112499045570771	-0.0113597607998558	0.0697248178594473	0.0424092815209078	-0.0289283683143808	0.0416017438775737	0.166733198246322	0.0187193520522397	0.0806478111889768
Dennd4a	Dennd4a	blue	blue	0.219635311092465	0.205231378950925	0.15353462992515	-0.13737418207178	0.0422543833585805	0.14871052452619	-0.0638541934972491	0.0922187285894401	0.260973883014595	0.112946197542222	0.238320514162798
Dennd5a	Dennd5a	purple	purple	0.202518941556376	0.132691803945852	0.196945075630481	-0.137208732941887	0.0292493955544262	0.119864838450791	0.132250994482092	0.151334770112359	0.130784127858191	0.15730152682619	0.256280621842386
Denr	Denr	pink	pink	0.117160780844906	0.0854740465447117	0.144193945186919	-0.0325446968272926	-0.0672383765296259	0.113598740640662	0.157101739779981	0.0271306056070084	0.0504869603788855	0.101670603343488	0.107126865512363
Dera	Dera	black	black	0.204631601762827	0.181243846238628	0.177697322161678	-0.0893403588246067	0.0842654003398524	0.20020806857749	0.0836132049484687	0.0675814785217717	0.328175394142932	0.0826317550229725	0.123704480600096
Derl1	Derl1	purple	purple	0.187490256893439	0.116444978857955	0.186015586167159	-0.0812477149363724	0.0353765029946368	0.137225659501512	0.0306908913679217	0.17808052097388	0.140274862355087	0.119846037416119	0.250287504038517
Derl2	Derl2	black	black	0.131930311081379	0.174806182576706	0.14590241516231	-0.0401132994591299	0.114993142926029	0.0794665062558603	0.0273132373020028	0.0641560906024119	0.238500165696033	0.122096048519749	0.0456517869038254
Desi1	Desi1	grey	grey	0.0699473313528443	0.0771776075212231	0.132055975161671	-0.0275581173500967	0.0856139780711085	0.0269422996221526	0.034288798824386	0.0735030040316209	0.0485958402096709	0.0527605590270298	0.164002628631006
Desi2	Desi2	red	red	0.113495855390178	0.0487913259728546	0.118224717432408	0.00116077980051625	-0.0424168439794883	0.123385049809991	0.138280430571587	0.105784634793081	0.0909391880511955	0.198040243622227	0.0734464508009992
Dexi	Dexi	turquoise	turquoise	-0.150955531072238	-0.0885891840605662	-0.0429234399874148	0.20489145659311	0.0745190592389641	-0.064222264161461	-0.0264606115052769	-0.0269348707792364	-0.107707529177217	-0.021400770117409	-0.0775937196517981
Dffa	Dffa	grey	grey	0.0864862454607207	0.14517869379232	0.140510149644217	0.0235089288724521	0.117122462650839	0.0519411106004842	-0.00307503850596216	0.0950065150385549	0.00900448454939082	0.0823561727489083	0.0620981294603526
Dgat1	Dgat1	grey	grey	-0.0158806520773807	0.00901221414416968	0.0111066308524945	-0.0156769447701426	0.0319591233220916	-0.064845170723419	0.0656299058171995	-0.0973954886896015	0.0150513172262452	-0.00540208401929981	-0.0242691408571487
Dgat2	Dgat2	grey	grey	-0.00826343984846249	-0.0206977724974258	0.0114110843513163	-0.00233476534639884	-0.0431231907080574	-0.0564302130585156	0.0495267115647084	-0.0910019768553301	-0.0670739560799119	0.0720243298340029	-0.0551913005269202
Dgkz	Dgkz	grey	grey	-0.0309551947985575	-0.0229549641533739	0.0259141051542217	0.0867430917305115	0.0863450236417979	0.145247008266098	0.0833982960540778	0.00878694121423835	0.0297747931057369	-0.00919743193741638	-0.0027189333692522
Dhcr24	Dhcr24	brown	brown	0.034174728012636	0.139706495470979	0.153759499762793	0.132169731237159	0.147649534130279	0.114142811450421	-0.0501778042738781	0.114852636746622	0.091308046778104	0.031532657160753	0.0860803848809696
Dhdds	Dhdds	black	black	0.0752268109924826	0.114672249141993	0.141362700837181	-0.00520644391761434	0.120900802936402	0.0432524310525446	0.0226486598875833	0.0245262301097759	0.163567980546138	0.0683205703008617	0.0543729703989301
Dhps	Dhps	grey	grey	0.114102487935925	0.1003641723196	0.132474336526393	-0.0470142860704154	0.107617227896524	0.0738046684266132	0.151083301818306	0.0463109621755153	0.143026733901371	0.145456270784772	0.0817490468814966
Dhrs3	Dhrs3	yellow	yellow	0.156288771005036	0.111305527967848	0.13462394465245	-0.126365538503247	0.00746126418802664	0.118347601092471	0.0949804454773386	0.0967405877806993	0.112881832135995	0.0563386751727966	0.119398063936433
Dhrs4	Dhrs4	grey	grey	-0.00887530582619215	0.0259864825510631	0.00802547201270035	0.0425505365900505	0.0533001716754151	0.010985075485966	0.0424686932501201	0.0399958741893353	-0.00289782519754597	-0.00619718743970001	0.0358644643081079
Dhrs7	Dhrs7	grey	grey	0.096869265491392	0.181633020252201	0.0973014437108016	0.00771319206669833	0.0501297220097205	0.0524740449297166	0.00707619360151759	0.0712612378450001	0.086393448786637	0.0100809166631367	0.183460438635393
Dhrs7b	Dhrs7b	blue	blue	0.099832285991409	0.010366056876445	0.0974691158587881	-0.0549885428859081	-0.0534724476477196	0.11985524923097	0.042241895903906	0.116584360012106	0.0448178557241709	0.117177255546462	0.123994714235541
Dhrsx	Dhrsx	grey	grey	0.0865906836121026	0.0702709519483741	0.140632806665645	0.0271286384367533	0.00102033491534455	0.119248157875394	0.0520089874257341	0.0791930855114665	0.156960689116949	0.0709239288774252	0.0456375785080815
Dhx15	Dhx15	grey	grey	0.0481168673107583	0.107327948626708	0.126108680715128	0.0551392304417902	0.0832067993217739	-0.0158353152044913	0.0724210453029432	0.104927694521018	0.0236845248933388	0.0593595738399136	0.130074975889424
Dhx29	Dhx29	blue	blue	0.192572657870272	0.130603929826107	0.210163070012016	-0.088733127774718	-0.0130839792412794	0.145663048916628	0.0989557516506093	0.206758220549842	0.12490726064366	0.100585129103635	0.209972597354739
Dhx36	Dhx36	turquoise	turquoise	0.0829427813696176	0.185903245738042	0.181555793385669	0.0245039532345576	0.193452636397798	0.125865077526989	0.00844812715468796	0.209313886189351	0.115332613329945	0.0689703395492831	0.184759458513251
Dhx38	Dhx38	grey	grey	-0.0370057667887805	0.0640086999273819	0.0396610987340267	0.117656192749402	0.0935993070528767	-0.0344211911900828	-0.0347242409173266	0.00527482776628605	-0.0401679246065436	-0.0478657842736708	0.0412349644372013
Dhx8	Dhx8	brown	brown	0.0189259804949532	0.0704909098813478	0.0398411403597638	0.118927796795643	0.131135070662812	0.0426119454730003	-0.00959100705018831	-0.0137925815617254	0.0620609736712342	0.0277869648916775	0.057933440559816
Dhx9	Dhx9	grey	grey	0.0107795188399391	0.0938005509594824	0.0450593291032483	0.0872547306393307	0.124221184297946	0.0519536302832458	-0.0658879108908585	0.124514887801536	0.0259426989651311	0.0357431469207962	0.0631879176591574
Diablo	Diablo	grey	grey	0.138746765730996	-0.00946160459596778	0.179371104869271	-0.0127026321712866	0.0255970826901306	0.0842654123232377	0.193875850263032	0.0425739622207658	0.121446263851804	0.1575048076258	0.0237022343819091
Diaph1	Diaph1	grey	grey	0.0931061448397908	0.105735767708906	0.143253245666509	0.0498681220428211	0.0766431790008057	0.0953573385482864	0.0367878010825846	0.174793435636668	0.024986849233768	0.0803680360500345	0.181294355788383
Dicer1	Dicer1	brown	brown	0.02300568584842	0.0765688307816951	0.0176063691451279	-0.0481416411898442	0.102207469227121	-0.0379155658078901	0.00512574285241717	-0.122850989566251	0.0845148614330558	-0.103386024458508	-0.00863487633750659
Dido1	Dido1	brown	brown	-0.0323406086889509	0.00714749532087223	0.00142980586187538	0.0111808681673624	0.130709045758607	-0.0733697664533534	-0.00605567377404797	-0.0533818136333179	0.0126079515729447	-0.0633296810993332	-0.0225746011057468
Dip2b	Dip2b	grey	grey	-0.0195195949906114	-0.0554812044748039	0.0235544432709929	0.0600173670281229	0.0851228733539839	-0.000773962857012121	0.0351640653148439	0.0050747649131558	0.0110213018611833	-0.0372709759327678	0.00297686647655573
Dis3	Dis3	yellow	yellow	0.0839324006726787	0.103398894508266	0.052350527275697	-0.0425967899343476	0.00105919386039922	-0.0135215040674859	-0.0516658033282136	0.0677902139302044	0.00446667178940812	0.0408886145441229	0.0985882657142957
Dkc1	Dkc1	brown	brown	-0.058495460022121	0.0552118297227609	0.0513028339487024	0.0735910770159439	0.185688126149875	0.00642034731175918	-0.0479780434751162	-0.121351943938414	0.0403381985177226	-0.0600434086209832	-0.00538637990515937
Dlc1	Dlc1	turquoise	turquoise	-0.0438656617414747	0.0435137880869888	0.0145310813506099	0.114126360265075	0.143042561783939	0.0203134411937215	-0.0201368165535544	-0.0139672413701807	0.0415258385513081	0.00696159281314601	0.0750546168649591
Dld	Dld	grey	grey	0.0391283720927475	0.00478514357637287	0.0924237778786919	-0.0316591830949457	-0.0127067174044843	-0.0477393701063453	0.113297008956444	-0.036803809759164	0.0815739731800363	0.0690600415819198	-0.0667458222568175
Dlgap4	Dlgap4	grey	grey	0.146807422939897	0.0769920819178841	0.162801347396638	0.0504793938648118	0.0565269391243541	0.0667486953291433	0.0985895000185454	0.125256377785682	0.0168143235251385	0.11169000917481	0.142854825526569
Dlst	Dlst	green	green	0.0657717394774962	0.0142873764225816	0.0444724842885793	-0.0890059008729121	-0.0591355362180165	0.0214060400390075	-0.0329415614984027	0.145516571225971	0.122655618735264	0.0694775109070082	0.122577260063157
Dmac1	Dmac1	pink	pink	-0.0499076708543191	-0.0458202146531076	-0.112459957868637	-0.0475781313608634	-0.0668999207141292	-0.0106778782554345	0.0262776211456946	-0.0630491788304306	-0.0818874047669593	-0.103151561993727	-0.12490878618127
Dmtf1	Dmtf1	grey	grey	0.106459040197639	0.144788539190539	0.0997552751712429	0.0414534982944549	0.115116367865065	0.0237981545810498	-0.0571239469519374	-0.0443823399952185	0.139020590629739	0.0577293386853744	0.0264673147996283
Dmxl1	Dmxl1	grey	grey	-0.0136160426540565	0.0896603784461099	0.0544324434338996	0.0280435473102443	0.0440099570840612	-0.0512733130229385	-0.0725929191671583	0.0175243934931963	0.0194176588964083	-0.0489807855317263	0.0516836667123595
Dnaaf2	Dnaaf2	turquoise	turquoise	-0.250420351084115	-0.171745674347261	-0.104481382943505	0.344016022098036	0.0520226868534355	-0.103099938853441	-0.0404165872482335	-0.0663816593292611	-0.187141266804119	-0.132124220578264	-0.0768365289869715
Dnaja1	Dnaja1	turquoise	turquoise	-0.175069905774262	-0.305457483046209	-0.139911521194217	0.259187914844752	-0.0775259933901065	-0.159577008101668	0.00441721787985957	-0.1446431800957	-0.302109971727661	-0.00020704022257935	-0.217127005910602
Dnaja2	Dnaja2	grey	grey	0.171336654787417	0.0882608744996012	0.173507626556365	-0.066191263455113	0.0064536394467047	0.0318328105698226	0.068096306797311	0.0431318834262524	0.184005110582661	0.195496823780464	0.00150445688605667
Dnajb1	Dnajb1	turquoise	turquoise	-0.305178003934031	-0.230994484605121	-0.200945599169242	0.338428272689834	-0.00717848623301128	-0.060059942417332	-0.0434902076351685	-0.182072492874201	-0.20055218221416	-0.210653939939087	-0.179641437407318
Dnajb11	Dnajb11	grey	grey	0.130368722981533	0.115928154617823	0.180705443290091	0.0103167941342835	0.0633459317329299	0.17736370402597	0.0898520028717265	0.0750949204133498	0.120853740894915	0.0743472567217187	0.112764796527412
Dnajb12	Dnajb12	grey	grey	0.0568470162175096	0.0391190083650144	0.130161406303665	0.0108049709228397	0.130364543259616	0.0589593364951756	0.0844578521348499	0.0350466957931393	0.0448312300280149	0.0867189032273875	0.047998501482007
Dnajb2	Dnajb2	yellow	yellow	0.057445704646946	0.146421706837197	0.0862705384327671	0.0217744848601604	0.0631669881608643	0.0528312594152649	-0.0116440301179425	0.0180225760927587	0.0204239523987297	-0.0017027898566767	0.158161489601631
Dnajb4	Dnajb4	turquoise	turquoise	-0.212397990973292	-0.133919119263551	-0.0646408729546241	0.322790894607675	0.130920250381289	-0.111987464836652	-0.0574213965500796	-0.064011988431173	-0.15600339956896	-0.190644224631604	-0.154355108567632
Dnajb6	Dnajb6	grey	grey	0.0806447652550275	0.115392124715039	0.114816611427544	0.0168876166649359	0.100798218782854	0.123878824966802	0.032817445365062	0.116744099840432	0.0615020017563891	0.0904668491530549	0.112174747858954
Dnajb9	Dnajb9	brown	brown	-0.249049364976234	-0.128987814215926	-0.213198493018034	0.187514250872391	0.0536271919949087	-0.100523846097107	-0.103632276082	-0.137063807132163	-0.103062835608949	-0.170981730306146	-0.182541514099669
Dnajc1	Dnajc1	grey	grey	-0.0324443256145023	0.0254672753806947	0.0444087362338755	-0.0159254708627476	0.0593457956434862	-0.0870880308038646	-0.0147980052963405	-0.106856501744409	0.0505931671192248	-0.0722582762640179	-0.0496611702239572
Dnajc10	Dnajc10	grey	grey	0.126863061520934	0.0525844033232058	0.0890882102103209	-0.136037618105259	0.017557670062853	0.123614633369783	0.0985893756519823	-0.00538870071149626	0.15424807808762	0.0993120109699024	0.00656571108068476
Dnajc11	Dnajc11	grey	grey	0.051719983957818	0.0852342335122028	0.0776158857935079	-0.0845423576948537	0.0218509876926387	0.0526314442482052	-0.0143647348984953	0.00136783907696943	0.0755622006646711	0.0321911503540599	-0.0183303093467531
Dnajc12	Dnajc12	pink	pink	-0.077801232386177	-0.109926920226788	-0.0918781513512698	0.00908149105416306	-0.0820579911554608	-0.0255959236972177	0.0216721064197188	-0.0465455245486716	-0.0993854191426314	-0.0332475008739245	-0.048593223849083
Dnajc13	Dnajc13	grey	grey	0.0885183402166612	0.0864061170585488	0.00918861687079927	-0.138460703978062	0.00163779301209082	0.0144125432617219	-0.00332986159458373	-0.116350865670119	0.0688873230503755	0.0548243854197447	-0.0261697009975497
Dnajc15	Dnajc15	grey	grey	0.0497883344382504	-0.0498095139466375	0.0634575007685991	-0.0206071648809599	0.0368238991833449	0.083945921577076	0.0810400157952584	0.0416671127604562	0.0808591562082386	0.00909892956518894	-0.0338038530987974
Dnajc19	Dnajc19	grey	grey	0.135031884203278	0.0992758102665785	0.107212273856246	-0.10515833303432	-0.0327359974013877	0.0707159593716203	0.0375915078967444	0.183131899269189	0.0987521210000392	0.0736599745005385	0.117546123367462
Dnajc2	Dnajc2	grey	grey	0.0838153489842822	0.098355853129934	0.190982114640999	0.0187379042079464	0.159673192170953	0.0693374210508354	0.0443213084547971	0.0484614540441511	0.0688679856541481	0.0409364353323332	0.0850930428301269
Dnajc21	Dnajc21	grey	grey	0.0644276325629454	0.0753733527849861	0.0998666491219317	-0.0261503984822164	0.0965229523642559	0.0252840570823366	-0.0310839428896885	0.0923012163577469	0.166175923519638	0.0161921674606825	0.115004745829305
Dnajc24	Dnajc24	turquoise	turquoise	-0.0103879870850811	-0.00583701112754167	0.0879787598302509	0.0234780172173379	-0.0102851604409638	0.0722861545761266	0.158262881470043	0.0201671062016728	0.0395451079647605	-0.0168634903525772	0.0582882814200871
Dnajc25	Dnajc25	yellow	yellow	0.121003377465982	0.268986802618794	0.115131940755512	-0.0497765273519069	0.113118703715105	0.0230546648048692	-0.101207012222635	0.0470402587217463	0.170697228676863	0.0521766757989073	0.0937222853921707
Dnajc3	Dnajc3	brown	brown	-0.0477027279768094	0.079815508470151	0.0251948274338163	-0.00521383850695088	0.0733195930008976	0.034345467035525	0.0369609509390065	-0.0417721935449597	0.0411026116715614	-0.0621747842147613	0.0145308274539398
Dnajc5	Dnajc5	pink	pink	-0.0128918512275126	0.00314008549215708	0.0616588778068924	-0.00757224337173659	0.00274709036320473	0.0386379371403158	0.160596633720333	-0.0191388651698209	0.00530303115053679	0.0550137650891479	-0.00362847257195735
Dnajc7	Dnajc7	grey	grey	0.101245852308215	0.125004652565178	0.121826451708664	-0.00972862074293662	0.0572829183471909	-0.0525491115921607	-0.0185459113603592	0.0834569766229178	0.0655177472944639	0.0558372668165625	0.115555276835492
Dnajc8	Dnajc8	grey	grey	0.187049282599912	0.122262775007312	0.191794521897401	-0.0503716095867329	-0.0109999200881827	0.160365259911981	0.0440103287954056	0.127333101958177	0.168327637460861	0.13542314178262	0.152289006740549
Dnajc9	Dnajc9	green	green	0.0390837155787663	-0.0850289600740416	-0.0259573952535115	0.040413185320232	-0.0434774800084451	0.0654555786052027	-0.0368525926777887	0.169128828871467	-0.0561274412920791	0.052511569690823	0.0633673693969983
Dnase1l1	Dnase1l1	magenta	magenta	0.0291789185397249	-0.0185170547835334	0.004938282366974	0.036136224897477	0.0202932153066022	0.0907411053402306	0.135573526109946	-0.0320125490242312	0.0123179218014587	-0.0170090454230377	0.11337915153586
Dnase2	Dnase2	blue	blue	0.357760540747502	0.0863880681391681	0.259378195801	-0.175290210404477	-0.00321314402950679	0.269878819319265	0.24279297161169	0.0583031651300723	0.249991177461119	0.276251273412726	0.171372589549989
Dner	Dner	grey	grey	-0.0737486417186294	-0.0697279110805587	-0.080795626714081	0.0591503772975813	0.0164798317089831	-0.185207873628816	-0.0874582685082712	-0.155419259547458	-0.137408667465986	-0.0302110963054549	-0.107432964105944
Dnlz	Dnlz	turquoise	turquoise	-0.0800248820474695	-0.00562461665215088	0.0795811698488278	0.163675428432236	0.0972676813577012	0.0554307030185281	0.103873525217401	0.0638170297285819	-0.0673351490901346	-0.00816740219694241	0.0451514421902082
Dnm1	Dnm1	grey	grey	-0.061825249061256	0.0420442380546377	0.0108137419935597	0.0131132976903774	0.070680507377071	-0.0554642450315957	0.0196112862001835	0.00336695055031668	0.0378773194096112	-0.116762980728081	0.0938435403786085
